canMint-int,desc-string,givenSkillId-int,icon-string,id-int,name-string,quality-int[],type-int,useLv-int,userType-int
1,"Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Tingkatkan peluang mendapatkan sumber daya tahap yang lebih tinggi
-------
Sebatang sabit yang halus, berkilauan dengan sinar permata. Ia dirancang secara eksklusif untuk pengumpul untuk menuai berbagai hasil tanaman. Mata pisau yang tajam dengan mudah memotong bahan tanaman sementara hiasan langit di kepala memberikan penampilan yang misterius dan menawan. Sama ada mengumpulkan herba, memetik buah, atau mengumpulkan serat tanaman, Sabit Penuaian Cahaya Bintang adalah teman yang paling dapat diandalkan.
",0,item-icon-330,330,"Topi Pemungut Bintang Tahap 6
","1,2,3,4,5",1,6,1
1,"Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Tingkatkan peluang mendapatkan sumber daya tahap yang lebih tinggi
-------
Sebuah pakaian atas yang ringan dan tahan lama yang disulap dengan kekuatan cahaya bintang. Ia memberikan perlindungan tambahan dan kenyamanan kepada pengumpul, membuat mereka lebih percaya diri dan efisien saat mengumpulkan sumber daya berharga. Sama ada memetik bunga, mengumpulkan herba, atau menggali bijih, Pakaian Atas Penuaian Cahaya Bintang memberikan lingkungan kerja yang nyaman, membuat perjalanan petualangan anda lebih menyenangkan dan sukses.
",0,item-icon-331,331,"Kot Pemungut Bintang Tahap 6
","1,2,3,4,5",1,6,1
1,"Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Tingkatkan peluang mendapatkan sumber daya tahap yang lebih tinggi
-------
Sarung tangan ini berkilau dengan sinar bintang, memberikan kemampuan tak tertandingi bagi pengumpul. Dengan memakainya, jari-jari anda menjadi lincah dan tajam, memungkinkan pengumpulan berbagai sumber daya berharga dengan mudah. Sama ada memetik herba, menggali bijih, atau mengumpulkan tanaman langka, Sarung Tangan Penuaian Cahaya Bintang akan menjadi teman yang paling setia bagi anda, membantu anda mengumpulkan kekayaan di dunia yang luas.
",0,item-icon-332,332,"Sarung Tangan Pemungut Bintang Tahap 6
","1,2,3,4,5",1,6,1
1,"Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Tingkatkan peluang mendapatkan sumber daya tahap yang lebih tinggi
-------
Celana ini dirancang secara eksklusif untuk pengumpul, menggunakan teknologi serat canggih untuk menciptakan pakaian yang ringan, nyaman, sangat bernapas, dan tahan lama. Pola bintang yang rumit di celana berkilau dengan lembut, membawa keberuntungan dan inspirasi bagi pengumpul. Ia dirancang untuk memenuhi kebutuhan pengumpul, menawarkan ruang penyimpanan yang cukup dan sistem membawa alat yang nyaman, membuat pengumpulan berbagai sumber daya berharga, baik itu mengumpulkan tanaman, menggali bijih, atau menangkap hewan kecil, menjadi mudah. Dengan memakai Celana Penuaian Cahaya Bintang, anda menjadi maestro pengumpulan yang efisien, menjelajahi setiap sudut dunia dan memetik harta tak terbatas.
",0,item-icon-333,333,"Seluar Pemungut Bintang Tahap 6
","1,2,3,4,5",1,6,1
1,"Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Tingkatkan peluang mendapatkan sumber daya tahap yang lebih tinggi
-------
Sepatu ini disuntik dengan kekuatan cahaya bintang, dirancang secara eksklusif untuk pengumpul. Mereka ringan, nyaman, memiliki daya cengkeram dan sensitivitas yang sangat baik, memungkinkan pengumpul untuk dengan cepat bergerak di berbagai medan. Runa khusus pada sepatu ini meningkatkan persepsi pengumpul, membuatnya lebih mudah menemukan titik sumber daya berharga. Sama ada di hutan yang lebat, gunung yang terjal, atau dataran yang luas, Sepatu Penuaian Cahaya Bintang adalah teman terbaik bagi pengumpul.
",0,item-icon-334,334,"Kasut Pemungut Bintang Tahap 6
","1,2,3,4,5",1,6,1
1,"Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Tingkatkan peluang bertahan hidup dalam pertempuran
-------
Ini adalah jambul yang berkilauan, berkilau seperti emas, memancarkan aura keberanian dan kekuatan. Ia menjadi simbol kebanggaan bagi pejuang, melambangkan semangat yang tak terkalahkan dan tekad yang tak terbatas. Dengan mengenakan ini, pejuang memancarkan kemuliaan dan kekuatan yang tak tertandingi di medan perang, menjadi sumber ketakutan bagi musuh mereka. Sama ada menghadapi serangan monster yang ganas atau terlibat dalam pertempuran sengit melawan pemain lain, Jambul Pejuang Emas akan menjadi lambang kemuliaan, membedakan anda dalam pertempuran.
",0,item-icon-335,335,"Topi Pejuang Emas Tahap 4
","1,2,3,4",1,4,1
1,"Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Tingkatkan peluang bertahan hidup dalam pertempuran
-------
Pakaian ini dirancang secara eksklusif untuk pejuang yang tak kenal takut dan berani. Ditenun dari benang emas pilihan, ia memancarkan sinar yang luar biasa. Menawarkan pertahanan dan ketahanan yang luar biasa, Baju Zirah Pejuang Emas memungkinkan pejuang untuk mempertahankan posisi yang tak terkalahkan dalam pertempuran sengit. Baik menghadapi musuh yang kuat atau menunjukkan otoritas di antara sekutu, Baju Zirah Pejuang Emas adalah pilihan terbaik bagi pejuang.
",0,item-icon-336,336,"Kot Pejuang Emas Tahap 4
","1,2,3,4",1,4,1
1,"Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Tingkatkan peluang bertahan hidup dalam pertempuran
-------
Dibuat dari emas tulen, sarung tangan ini berkilau dengan sinar yang mempesona. Mereka tidak hanya memberikan perlindungan yang luar biasa tetapi juga memberikan kekuatan dan kelincahan yang tak tertandingi kepada pejuang. Dengan memakai Sarung Tangan Pejuang Emas, anda menjadi raja tak terkalahkan di medan perang, dengan berani menghadapi semua tantangan.
",0,item-icon-337,337,"Sarung Tangan Pejuang Emas Tahap 4
","1,2,3,4",1,4,1
1,"Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Tingkatkan peluang bertahan hidup dalam pertempuran
-------
Dirancang khusus untuk pejuang yang berani, celana ini ditenun dari benang emas yang langka. Mereka menawarkan pertahanan dan fleksibilitas yang luar biasa, memungkinkan pejuang untuk mempertahankan keunggulan dalam pertempuran sengit. Sama ada menghadapi serangan musuh yang ganas atau dengan cepat menghindari serangan, Celana Pejuang Emas menawarkan perlindungan yang dapat diandalkan dan kebebasan bergerak. Memakainya, pejuang akan menampilkan otoritas dan kekuatan yang tak tertandingi.
",0,item-icon-338,338,"Seluar Pejuang Emas Tahap 4
","1,2,3,4",1,4,1
1,"Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Tingkatkan peluang bertahan hidup dalam pertempuran
-------
Dirancang khusus untuk pejuang yang tak kenal takut, sepatu ini dibuat dari emas tulen, ditanam dengan batu permata yang berkilauan memancarkan sinar yang mencolok. Mereka tidak hanya memberikan perlindungan dan kenyamanan yang luar biasa, tetapi juga memberikan kecepatan dan kelincahan yang tak tertandingi kepada pejuang. Dengan memakai Sepatu Pejuang Emas, anda akan secepat angin di medan perang, tidak takut pada apa pun.
",0,item-icon-339,339,"Kasut Pejuang Emas Tahap 4
","1,2,3,4",1,4,1
1,"Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Tingkatkan peluang bertahan hidup dalam pertempuran
-------
Ini adalah jambul yang berkilauan, berkilau seperti permata, memancarkan energi pertempuran yang kuat. Jambul ini menjadi lambang keberanian dan kekuatan bagi pejuang, melambangkan semangat dan kekuatan mereka. Setiap helai penuh dengan semangat pertempuran, memberikan kekuatan dan perlindungan tambahan bagi pejuang. Pejuang yang memakai jambul ini menjadi tak terkalahkan di medan perang, menimbulkan ketakutan di hati musuh mereka.
",0,item-icon-340,340,"Topi Pejuang Berlian Tahap 5
","1,2,3,4,5",1,5,1
1,"Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Tingkatkan peluang bertahan hidup dalam pertempuran
-------
Pakaian ini dirancang secara eksklusif untuk pejuang yang berani, ditenun dari serat berlian yang tangguh. Ia menawarkan kemampuan pertahanan yang luar biasa dan ketahanan terhadap serangan fatal dari musuh. Sama ada menghadapi napas api naga atau kutukan jahat iblis, Baju Zirah Pejuang Berlian melindungi pejuang dari bahaya. Memakainya, anda menjadi kekuatan yang tak terkalahkan di medan perang.
",0,item-icon-341,341,"Kot Pejuang Berlian Tahap 5
","1,2,3,4,5",1,5,1
1,"Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Tingkatkan peluang bertahan hidup dalam pertempuran
-------
Dibuat dari bahan berlian yang langka, sarung tangan ini berkilau dengan sinar yang tak tertandingi. Mereka memberikan perlindungan yang luar biasa dan kekuatan serangan yang hebat bagi pejuang, memungkinkan mereka menjadi tak terkalahkan di medan perang. Sarung tangan ini dihiasi dengan runa kuno, memberikan pemakainya dengan kekuatan misterius, menjadikannya kehadiran yang tak terbantahkan dalam pertempuran. Sama ada bertahan dari serangan musuh atau melancarkan serangan mematikan, Sarung Tangan Pejuang Berlian adalah pilihan terbaik bagi pejuang.",0,item-icon-342,342,"Sarung Tangan Pejuang Berlian Tahap 5
","1,2,3,4,5",1,5,1
1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipakai, ia dapat meningkatkan atribut. Tingkatkan peluang anda untuk bertahan dalam pertempuran
-------
Direka khas untuk pejuang yang berani, seluar ini diperbuat daripada serat berlian berkualiti tinggi. Ia menawarkan pertahanan dan fleksibiliti yang cemerlang, membolehkan pejuang mempertahankan kelenturan yang unggul dalam pertempuran sengit. Sama ada menghadapi serangan musuh yang kuat atau manuver yang pantas, Seluar Pejuang Berlian memberikan perlindungan yang boleh dipercayai kepada pejuang, menjadikan mereka tidak takut di medan perang.
",0,item-icon-343,343,"Seluar Pejuang Berlian Tahap 5
","1,2,3,4,5",1,5,1
1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipakai, ia dapat meningkatkan atribut. Tingkatkan peluang anda untuk bertahan dalam pertempuran
-------
Direka khas untuk pejuang yang berani, kasut ini diperbuat daripada bahan berlian yang kukuh, memberikan perlindungan dan fleksibiliti yang cemerlang. Corak khas pada kasut ini meningkatkan kelajuan pergerakan pejuang, menjadikan mereka lebih lincah dalam pertempuran. Sama ada mengejar musuh atau mengelak serangan, Kasut Pejuang Berlian adalah peralatan yang tidak boleh ditinggalkan. Dengan memakainya, pejuang akan menunjukkan kekuatan dan kelajuan yang tiada tanding di medan perang.
",0,item-icon-344,344,"Kasut Pejuang Berlian Tahap 5
","1,2,3,4,5",1,5,1
1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipakai, ia dapat meningkatkan atribut. Tingkatkan peluang anda untuk bertahan dalam pertempuran
-------
Rambut yang mempesona ini direka khas untuk Pejuang Cahaya Bintang. Ia berkilau dengan warna-warna bintang, membolehkan pejuang menunjukkan kemuliaan dan kekuatan yang tiada tanding dalam pertempuran. Tekstur rambut ini lembut dan selesa, mampu melindungi kepala pejuang dari kecederaan. Sama ada dalam pertempuran yang sengit atau di ladang yang aman, Rambut Pejuang Cahaya Bintang adalah sumber kebanggaan bagi pejuang.
",0,item-icon-345,345,Topi Pejuang Bintang,"1,2,3,4,5",1,6,1
1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipakai, ia dapat meningkatkan atribut. Tingkatkan peluang anda untuk bertahan dalam pertempuran
-------
Direka khas untuk pejuang yang berani, pakaian ini dicampur dengan kuasa cahaya bintang. Ia memberikan pertahanan dan perlindungan yang cemerlang, membolehkan pejuang berdiri teguh dalam pertempuran sengit. Sama ada menghadapi serangan pedang yang kuat atau serangan anak panah dari jauh, Kemeja Pejuang Cahaya Bintang menawarkan perlindungan yang boleh dipercayai, menjadikan pejuang bersinar di medan perang.
",0,item-icon-346,346, Pakaian Pejuang Bintang Tahap 6,"1,2,3,4,5",1,6,1
1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipakai, ia dapat meningkatkan atribut. Tingkatkan peluang anda untuk bertahan dalam pertempuran
-------
Sarung tangan ini memancarkan sinar berkilauan, menawarkan perlindungan tangan yang kuat bagi pejuang. Diperbuat daripada bahan yang kukuh, ia mampu menahan serangan musuh sambil memberikan kekuatan dan kelenturan yang lebih besar kepada pejuang. Sama ada memegang pedang, palu, atau busur dan anak panah, Sarung Tangan Pejuang Cahaya Bintang membantu pejuang mempertahankan pegangan yang stabil dan serangan yang tepat. Dengan memakai sarung tangan ini, pejuang akan menjadi bintang sejati di medan perang, tidak tertandingi oleh siapa pun.
",0,item-icon-347,347, Sarung Tangan Pejuang Bintang Tahap 6,"1,2,3,4,5",1,6,1
1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipakai, ia dapat meningkatkan atribut. Tingkatkan peluang anda untuk bertahan dalam pertempuran
-------
Dicampur dengan kuasa cahaya bintang, seluar ini memberikan pertahanan dan kelenturan yang cemerlang, membolehkan pejuang mempertahankan kelebihan dalam pertempuran yang sengit. Sama ada mengelak dengan cepat atau melakukan serangan yang kuat, seluar ini menawarkan perlindungan yang boleh dipercayai dan kebebasan bergerak bagi pejuang. Dengan memakainya, pejuang menjadi kehadiran yang paling mempesona dalam cahaya bintang.
",0,item-icon-348,348, Seluar Pejuang Bintang Tahap 6,"1,2,3,4,5",1,6,1
1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipakai, ia dapat meningkatkan atribut. Tingkatkan peluang anda untuk bertahan dalam pertempuran
-------
Direka khas untuk pejuang yang berani, kasut ini dicampur dengan kuasa cahaya bintang. Ia ringan dan tahan lama, memberikan kelenturan dan kestabilan kaki yang cemerlang, membolehkan pejuang bergerak dengan cepat dan mengekalkan keseimbangan dalam pertempuran. Ditanam dengan batu permata cahaya bintang yang kecil, kasut ini tidak hanya meningkatkan kemuliaan pejuang tetapi juga memberikan kekuatan dan perlindungan tambahan. Sama ada mengejar musuh atau mengelak serangan, Kasut Pejuang Cahaya Bintang adalah teman yang paling boleh dipercayai bagi pejuang.
",0,item-icon-349,349, Kasut Pejuang Bintang Tahap 6,"1,2,3,4,5",1,6,1
1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipakai, ia dapat meningkatkan atribut. Membuat tanaman anda kurang mudah layu
-------
Ini adalah seikat rambut emas yang berkilauan, melambangkan kehormatan dan kekayaan petani. Petani yang memakainya akan mendapatkan hasil pertanian tambahan, membolehkan tanaman mereka tumbuh dengan kuat, menghasilkan hasil yang melimpah. Ini adalah simbol kebanggaan bagi petani, menandakan kerja keras mereka.
",0,item-icon-350,350, Topi Petani Emas Tahap 4,"1,2,3,4",1,4,1
1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipakai, ia dapat meningkatkan atribut. Membuat tanaman anda kurang mudah layu
-------
Direka khas untuk pemilik ladang yang mencintai ladang, ia diperbuat daripada sutera emas berkualiti tinggi, ringan dan tahan lama, membolehkan pergerakan bebas di ladang. Menawarkan perlindungan yang cemerlang, ia juga memberikan rasa martabat dan kemuliaan kepada petani. Sama ada membajak, menanam, atau menuai, Kemeja Petani Emas adalah rakan yang paling boleh dipercayai.
",0,item-icon-351,351, Pakaian Petani Emas Tahap 4,"1,2,3,4",1,4,1
1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipakai, ia dapat meningkatkan atribut. Membuat tanaman anda kurang mudah layu
-------
Direka khas untuk pemilik ladang, diperbuat daripada emas, sarung tangan ini memberikan daya tahan dan keselesaan yang cemerlang, membolehkan petani mengalami kecekapan dan ketepatan yang tiada tanding semasa menanam dan menuai. Sama ada dalam musim menanam atau musim menuai, Sarung Tangan Petani Emas adalah rakan yang paling boleh dipercayai bagi pemilik ladang.
",0,item-icon-352,352, Sarung Tangan Petani Emas Tahap 4,"1,2,3,4",1,4,1
1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipakai, ia dapat meningkatkan atribut. Membuat tanaman anda kurang mudah layu
-------
Direka khas untuk pemilik ladang, diperbuat daripada sutera emas premium, seluar ini ringan dan selesa. Ia menawarkan daya tahan dan perlindungan yang kukuh, membolehkan pemilik ladang bekerja dengan gembira di ladang. Sama ada membajak, menanam, atau menuai, seluar ini memberikan kelenturan dan perlindungan terbaik, menjadikan anda tuan sejati ladang.
",0,item-icon-353,353, Seluar Petani Emas Tahap 4,"1,2,3,4",1,4,1
1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipakai, ia dapat meningkatkan atribut. Membuat tanaman anda kurang mudah layu
-------
Direka khas untuk pemilik ladang dan diperbuat daripada bahan emas berkualiti tinggi, kasut ini ringan, selesa, tahan lama, dan tahan selip, membolehkan pemilik ladang berjalan dengan lebih stabil dan yakin di ladang. Kasut ini tidak hanya melambangkan status dan kekayaan pemilik ladang tetapi juga memberikan kecekapan pertanian yang lebih tinggi dan pengalaman pertanian yang menyeronokkan. Sama ada membajak, menuai, atau menjaga tanaman, Kasut Petani Emas adalah teman yang paling boleh dipercayai bagi pemilik ladang.
",0,item-icon-354,354, Kasut Petani Emas Tahap 4,"1,2,3,4",1,4,1
1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipakai, ia dapat meningkatkan atribut. Membuat tanaman anda kurang mudah layu
-------
Sehelai rambut berkilauan seperti berlian memancarkan aura kemewahan dan kekayaan. Gaya rambut eksklusif ini untuk petani melambangkan kerja keras mereka dan hasil yang berjaya di ladang. Sama ada menanam, menuai, atau melakukan tugas-tugas ladang yang sibuk, rambut berlian ini memberi petani keyakinan dan daya tarikan.
",0,item-icon-355,355, Topi Petani Berlian Tahap 5,"1,2,3,4,5",1,5,1
1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipakai, ia dapat meningkatkan atribut. Membuat tanaman anda kurang mudah layu
-------
Direka khas untuk petani yang mencintai kehidupan bertani, ia diperbuat daripada serat berlian berkualiti tinggi, ringan, selesa, dan sangat tahan lama. Kemeja ini memberikan prestasi perlindungan yang cemerlang dan mempunyai sifat penyerapan kelembapan, memastikan anda kekal kering dan selesa semasa bekerja di ladang. Sama ada membajak, menanam, atau menuai, Kemeja Petani Berlian adalah rakan yang paling boleh dipercayai.
",0,item-icon-356,356, Pakaian Petani Berlian Tahap 5,"1,2,3,4,5",1,5,1
1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipakai, ia dapat meningkatkan atribut. Membuat tanaman anda kurang mudah layu
-------
Direka khas untuk petani, dihiasi dengan berlian, memperlihatkan kombinasi sempurna antara kemewahan dan kepraktisan. Diperbuat daripada bahan premium, sarung tangan ini menawarkan perlindungan dan keselesaan yang cemerlang. Ia meningkatkan kecekapan dan kecekapan petani semasa proses bertani, membolehkan penanaman yang lebih cepat dan hasil yang melimpah. Sama ada menabur benih atau menuai hasil, sarung tangan ini adalah pembantu yang boleh dipercayai bagi petani, menjadikan mereka seorang taikun pertanian yang sejati.
",0,item-icon-357,357, Sarung Tangan Petani Berlian Tahap 5,"1,2,3,4,5",1,5,1
1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipakai, ia dapat meningkatkan atribut. Membuat tanaman anda kurang mudah layu
-------
Direka khas untuk peminat pertanian, diperbuat daripada bahan berkualiti tinggi, selesa, dan tahan lama. Dihiasi dengan berlian berkilauan, memperlihatkan status dan kekayaan petani. Apabila anda memakainya, anda akan mengalami kegembiraan pertanian yang tiada tanding, menjadikan anda lebih berkesan dan yakin dalam kerja ladang. Sama ada dalam menanam, menabur, atau menuai, seluar ini akan menjadi rakan yang paling boleh dipercayai.
",0,item-icon-358,358, Seluar Petani Berlian Tahap 5,"1,2,3,4,5",1,5,1
1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipakai, ia dapat meningkatkan atribut. Membuat tanaman anda kurang mudah layu
-------
Direka khas untuk petani dan diperbuat daripada bahan premium, kasut ini tahan lama, selesa, tahan selip, dan memberikan keselesaan kepada petani semasa berjam-jam bekerja di ladang. Tapak kasut diperkuatkan untuk mencegah benda tajam menembus sambil menawarkan cengkaman yang cemerlang, memastikan kestabilan di permukaan yang basah dan licin. Kasut ini juga dilengkapi dengan beberapa hiasan berlian tersembunyi, mencerminkan citarasa unik dan status yang berjaya bagi petani. Sama ada membajak, menuai, atau menjaga tanaman, Kasut Petani Berlian adalah alat yang tidak boleh ditinggalkan.
",0,item-icon-359,359, Kasut Petani Berlian Tahap 5,"1,2,3,4,5",1,5,1
1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipakai, ia dapat meningkatkan atribut. Membuat tanaman anda kurang mudah layu
-------
Aksesori rambut bergaya yang sempurna untuk petani yang rajin. Memancarkan sinar seperti bintang, membolehkan anda bersinar dengan cemerlang di ladang. Sama ada menanam, menuai, atau menjaga tanaman, rambut ini membawa keberuntungan dan kebanggaan petani, menjadikan anda bintang dalam komuniti pertanian!
",0,item-icon-360,360, Topi Petani Bintang Tahap 6,"1,2,3,4,5",1,6,1
1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipakai, ia dapat meningkatkan atribut. Membuat tanaman anda kurang mudah layu
-------
Direka khas untuk petani dan terinspirasi oleh cahaya bintang, memancarkan suasana yang ceria. Diperbuat daripada bahan ringan, ia selesa dan tahan lama, membolehkan petani tetap selesa dan lincah semasa aktiviti pertanian yang sibuk. Sama ada membajak, menuai, atau memberi makan haiwan, kemeja ini memberikan perlindungan dan kemudahan yang mencukupi kepada petani, menjadikan setiap hari anda di ladang penuh kehidupan dan kegembiraan!
",0,item-icon-361,361, Pakaian Petani Bintang Tahap 6,"1,2,3,4,5",1,6,1
1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipakai, ia dapat meningkatkan atribut. Membuat tanaman anda kurang mudah layu
-------
Dicampur dengan kuasa cahaya bintang dan direka khas untuk petani, menawarkan perlindungan dan kelenturan yang cemerlang, membolehkan petani dengan mudah menanam tanaman di ladang. Corak halus pada sarung tangan meningkatkan sensasi taktil petani, membolehkan mereka mengendalikan cangkul dan berus dengan lebih tepat, mencipta landskap ladang yang indah. Sama ada membajak, menabur benih, atau menuai, Sarung Tangan Petani Cahaya Bintang adalah rakan yang paling boleh dipercayai bagi petani.
",0,item-icon-362,362, Sarung Tangan Petani Bintang Tahap 6,"1,2,3,4,5",1,6,1
1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipakai, ia dapat meningkatkan atribut. Membuat tanaman anda kurang mudah layu
-------
Direka khas untuk petani dan diperbuat daripada bahan yang lembut dan selesa, seluar ini menawarkan daya tahan dan kelegaan yang cemerlang, menjadikan petani selesa dan fleksibel semasa bekerja di ladang yang sibuk. Corak cahaya bintang yang rumit pada seluar ini melambangkan kerja keras dan harapan petani, membawa keberuntungan dan hasil yang melimpah. Sama ada menanam, menabur benih, atau menuai, seluar ini adalah rakan yang paling boleh dipercayai bagi petani.
",0,item-icon-363,363, Seluar Petani Bintang Tahap 6,"1,2,3,4,5",1,6,1
1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipakai, ia dapat meningkatkan atribut. Membuat tanaman anda kurang mudah layu
-------
Direka khas untuk petani dan diperbuat daripada bahan ringan dan tahan lama. Ia menawarkan daya tahan terhadap selip, memastikan kestabilan petani semasa berjalan di ladang. Corak cahaya bintang yang rumit pada kasut ini melambangkan kebijaksanaan dan kecekapan petani. Sama ada bertani, menanam, atau menuai, kasut ini memberikan keselesaan dan perlindungan, meninggalkan jejak petani di ladang.
",0,item-icon-364,364, Kasut Petani Bintang Tahap 6,"1,2,3,4,5",1,6,1
1," Membunuh raksasa pada tahap yang sama mungkin menghasilkan item ini.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Tulang keras! Patut datang dari organisma tertentu.
",0,item-icon-365,365, Tulang Kukuh,1,4,4,1
1," Membunuh raksasa pada tahap yang sama mungkin menghasilkan item ini.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Tumbuhan? Haiwan? Atau sesuatu di antara itu?
",0,item-icon-366,366, Kepala Telur,1,4,4,1
1," Membunuh raksasa pada tahap yang sama mungkin menghasilkan item ini.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Tidak kelihatan seperti dipotong terus dari pokok, lebih seperti hidung manusia salji.
",0,item-icon-367,367, Kayu Mewah,1,4,4,1
1," Membunuh raksasa pada tahap yang sama mungkin menghasilkan item ini.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Tulang keras! Ia juga berkilau!
",0,item-icon-368,368, Rangka Terang,1,4,5,1
1," Membunuh raksasa pada tahap yang sama mungkin menghasilkan item ini.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Kelihatan agak menyeramkan...
",0,item-icon-369,369, Mata Besar,1,4,5,1
1," Membunuh raksasa pada tahap yang sama mungkin menghasilkan item ini.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Sebuah sayap halus, tidak dapat ditolak.",0,item-icon-370,370, Sayap Elf,1,4,5,1
1,"Membunuh raksasa pada tahap yang sama boleh menghasilkan item ini.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Ia kelihatan seperti bola, bulat semua
",0,item-icon-371,371, Cangkerang Kura-kura Kristal,1,4,6,1
1,"Membunuh raksasa pada tahap yang sama boleh menghasilkan item ini.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Tidak perlu lilin pada waktu malam
",0,item-icon-372,372, Cahaya Ajaib,1,4,6,1
1,"Membunuh raksasa pada tahap yang sama boleh menghasilkan item ini.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Agak kecil, tidak boleh digunakan secara langsung, tetapi harus berfungsi sebagai bahan pembuatan
",0,item-icon-373,373, Tongkat Kecil,1,4,6,1
1,"Mengumpul bahan pada tahap yang sama boleh menghasilkan biji tambahan.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Sejenis bunga dandelion emas, sangat jarang
",0,item-icon-374,374, Bunga Dandelion Emas,1,4,4,1
1,"Mengumpul bahan pada tahap yang sama boleh menghasilkan biji tambahan.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Bunga kaktus
",0,item-icon-375,375, Bunga Kaktus,1,4,4,1
1,"Mengumpul bahan pada tahap yang sama boleh menghasilkan biji tambahan.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Batu ini mesti pelakon yang baik
",0,item-icon-376,376, Racso,1,4,4,1
1,"Mengumpul bahan pada tahap yang sama boleh menghasilkan biji tambahan.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Kelihatan tajam, berhati-hati jangan terluka
",0,item-icon-377,377, Intan Serat,1,4,5,1
1,"Mengumpul bahan pada tahap yang sama boleh menghasilkan biji tambahan.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Mengetuknya dengan lembut boleh menghasilkan bunyi yang menyenangkan
",0,item-icon-378,378, Intan Bentuk Nota,1,4,5,1
1,"Mengumpul bahan pada tahap yang sama boleh menghasilkan biji tambahan.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Sekeping batu yang sangat comel
",0,item-icon-379,379, Intan Bentuk Beruang,1,4,5,1
1,"Mengumpul bahan pada tahap yang sama boleh menghasilkan biji tambahan.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Lihat, bunga kecil ini kelihatan seperti peri
",0,item-icon-380,380, Bunga Elf,1,4,6,1
1,"Mengumpul bahan pada tahap yang sama boleh menghasilkan biji tambahan.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Semasa saya kecil, saya dulu berharap dapat menangkap bintang dalam balang, jadi adakah ini memenuhi keinginan saya?
",0,item-icon-381,381, Bintang Kaleng,1,4,6,1
